"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AJ1","AL1","AN1","AX1","AX2","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","OE1","OE2","RH1","RH2","RH3","REM","EQD"
"74594493784","2025-02-22T04:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","-0017,5","-0111,5","10314,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10315,5,10308,5",,,,,,,,,,,"MET10202/21/25 23:53:02 METAR KDMH 220453Z      KT M02/M11 A3046 RMK AO1 SLP314 T10171111 400391028 RTX FIBI","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T04:59:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","SOD  ","KDMH ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"240,M,+0039,5","240,N,-0027,5",,,,,,,,,,,,,,"10256,4,10217,4",,,"1,24,99999,999,9999,7","2,24,99999,999,9999,7",,,,"SOD50124 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 3924 HR MIN TEMP (F): 27AVERAGE STATION PRESSURE:30.285 MINIMUM SEA LEVEL PRESSURE:30.17 TIME OF OCCURRENCE:0024 24 HR AVG TEMP (F): 33DEPART FROM NORMAL: -7  HEATING DEGREE DAYS: 32 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):39  LATEST NIGHT MIN TEMP(1900-0800 LST):27 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00",
"74594493784","2025-02-22T05:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","-0017,5","-0111,5","10315,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10315,5,10308,5","2,9,003,9,+999,9",,,,,,,,,,"MET10102/22/25 00:53:02 METAR KDMH 220553Z      KT M02/M11 A3046 RMK AO1 SLP315 T10171111 10011 21017 52003","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T06:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","-0022,5","-0111,5","10317,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10318,5,10311,5",,,,,,,,,,,"MET08302/22/25 01:53:02 METAR KDMH 220653Z      KT M02/M11 A3047 RMK AO1 SLP317 T10221111","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T07:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","-0028,5","-0106,5","10318,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10318,5,10311,5",,,,,,,,,,,"MET09202/22/25 02:53:02 METAR KDMH 220753Z      KT M03/M11 A3047 RMK AO1 SLP318 T10281106 RTX FIBI","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T08:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","-0033,5","-0106,5","10315,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10315,5,10308,5","0,9,000,9,+999,9",,,,,,,,,,"MET08902/22/25 03:53:02 METAR KDMH 220853Z      KT M03/M11 A3046 RMK AO1 SLP315 T10331106 50000","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T09:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","-0039,5","-0106,5","10318,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10318,5,10311,5",,,,,,,,,,,"MET08302/22/25 04:53:02 METAR KDMH 220953Z      KT M04/M11 A3047 RMK AO1 SLP318 T10391106","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T10:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","-0039,5","-0106,5","10316,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10318,5,10311,5",,,,,,,,,,,"MET08302/22/25 05:53:02 METAR KDMH 221053Z      KT M04/M11 A3047 RMK AO1 SLP316 T10391106","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T11:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","-0033,5","-0106,5","10313,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10315,5,10308,5","8,9,002,9,+999,9",,,,,,,,,,"MET10102/22/25 06:53:02 METAR KDMH 221153Z      KT M03/M11 A3046 RMK AO1 SLP313 T10331106 11017 21039 58002","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T12:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","-0033,5","-0106,5","10317,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10318,5,10311,5",,,,,,,,,,,"MET08302/22/25 07:53:02 METAR KDMH 221253Z      KT M03/M11 A3047 RMK AO1 SLP317 T10331106","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T13:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","-0011,5","-0100,5","10314,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10315,5,10308,5",,,,,,,,,,,"MET08702/22/25 08:53:02 METAR KDMH 221353Z      KT M01/M10 A3046 RMK AO1 SLP314 T10111100 RTX","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T14:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0011,5","-0100,5","10308,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10308,5,10301,5","8,9,005,9,+999,9",,,,,,,,,,"MET08802/22/25 09:53:02 METAR KDMH 221453Z      KT 01/M10 A3044 RMK AO1 SLP308 T00111100 58005","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T15:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0022,5","-0100,5","10301,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10301,5,10294,5",,,,,,,,,,,"MET08602/22/25 10:53:02 METAR KDMH 221553Z      KT 02/M10 A3042 RMK AO1 SLP301 T00221100 RTX","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T16:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0039,5","-0094,5","10291,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10291,5,10284,5",,,,,,,,,,,"MET08202/22/25 11:53:02 METAR KDMH 221653Z      KT 04/M09 A3039 RMK AO1 SLP291 T00391094","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T17:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0056,5","-0094,5","10275,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10278,5,10270,5","8,9,032,9,+999,9",,,,,,,,,,"MET10002/22/25 12:53:02 METAR KDMH 221753Z      KT 06/M09 A3035 RMK AO1 SLP275 T00561094 10056 21039 58032","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T18:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0044,5","-0072,5","10265,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10268,5,10260,5",,,,,,,,,,,"MET08202/22/25 13:53:02 METAR KDMH 221853Z      KT 04/M07 A3032 RMK AO1 SLP265 T00441072","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T19:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0044,5","-0067,5","10257,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10257,5,10250,5",,,,,,,,,,,"MET08202/22/25 14:53:02 METAR KDMH 221953Z      KT 04/M07 A3029 RMK AO1 SLP257 T00441067","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T20:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0044,5","-0061,5","10252,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10254,5,10247,5","6,9,023,9,+999,9",,,,,,,,,,"MET08802/22/25 15:53:02 METAR KDMH 222053Z      KT 04/M06 A3028 RMK AO1 SLP252 T00441061 56023","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T21:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0044,5","-0061,5","10247,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10247,5,10240,5",,,,,,,,,,,"MET08202/22/25 16:53:02 METAR KDMH 222153Z      KT 04/M06 A3026 RMK AO1 SLP247 T00441061","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T22:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0056,5","-0100,5","10246,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10247,5,10240,5",,,,,,,,,,,"MET08202/22/25 17:53:02 METAR KDMH 222253Z      KT 06/M10 A3026 RMK AO1 SLP246 T00561100","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-22T23:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0056,5","-0100,5","10249,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10251,5,10243,5","5,9,003,9,+999,9",,,,,,,,,,"MET10002/22/25 18:53:02 METAR KDMH 222353Z      KT 06/M10 A3027 RMK AO1 SLP249 T00561100 10061 20039 55003","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T00:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0033,5","-0067,5","10247,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10247,5,10240,5",,,,,,,,,,,"MET08202/22/25 19:53:01 METAR KDMH 230053Z      KT 03/M07 A3026 RMK AO1 SLP247 T00331067","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T01:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0011,5","-0061,5","10243,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10244,5,10237,5",,,,,,,,,,,"MET08202/22/25 20:53:01 METAR KDMH 230153Z      KT 01/M06 A3025 RMK AO1 SLP243 T00111061","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T02:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0017,5","-0061,5","10240,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10240,5,10233,5","8,9,009,9,+999,9",,,,,,,,,,"MET08802/22/25 21:53:01 METAR KDMH 230253Z      KT 02/M06 A3024 RMK AO1 SLP240 T00171061 58009","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T03:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0011,5","-0061,5","10235,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10237,5,10230,5",,,,,,,,,,,"MET08202/22/25 22:53:01 METAR KDMH 230353Z      KT 01/M06 A3023 RMK AO1 SLP235 T00111061","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T04:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0011,5","-0067,5","10229,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10230,5,10223,5",,,,,,,,,,,"MET09202/22/25 23:53:01 METAR KDMH 230453Z      KT 01/M07 A3021 RMK AO1 SLP229 T00111067 400611039","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T04:59:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","SOD  ","KDMH ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"240,M,+0061,5","240,N,-0038,5",,,,,,,,,,,,,,"10279,4,10227,4",,,"1,24,99999,999,9999,7","2,24,99999,999,9999,7",,,,"SOD50124 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 4324 HR MIN TEMP (F): 25AVERAGE STATION PRESSURE:30.355 MINIMUM SEA LEVEL PRESSURE:30.20 TIME OF OCCURRENCE:2359 24 HR AVG TEMP (F): 34DEPART FROM NORMAL: -7  HEATING DEGREE DAYS: 31 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):43  LATEST NIGHT MIN TEMP(1900-0800 LST):25 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00",
"74594493784","2025-02-23T05:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0006,5","-0078,5","10225,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10227,5,10220,5","6,9,015,9,+999,9",,,,,,,,,,"MET10002/23/25 00:53:02 METAR KDMH 230553Z      KT 01/M08 A3020 RMK AO1 SLP225 T00061078 10050 20000 56015","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T06:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0000,5","-0072,5","10222,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10224,5,10216,5",,,,,,,,,,,"MET08202/23/25 01:53:02 METAR KDMH 230653Z      KT 00/M07 A3019 RMK AO1 SLP222 T00001072","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T07:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","-0006,5","-0078,5","10215,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10217,5,10209,5",,,,,,,,,,,"MET08702/23/25 02:53:02 METAR KDMH 230753Z      KT M01/M08 A3017 RMK AO1 SLP215 T10061078 RTX","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T08:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","-0006,5","-0067,5","10213,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10213,5,10206,5","6,9,013,9,+999,9",,,,,,,,,,"MET08902/23/25 03:53:02 METAR KDMH 230853Z      KT M01/M07 A3016 RMK AO1 SLP213 T10061067 56013","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T09:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0017,5","-0089,5","10211,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10213,5,10206,5",,,,,,,,,,,"MET08202/23/25 04:53:02 METAR KDMH 230953Z      KT 02/M09 A3016 RMK AO1 SLP211 T00171089","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T10:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0017,5","-0094,5","10217,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10217,5,10209,5",,,,,,,,,,,"MET08202/23/25 05:53:02 METAR KDMH 231053Z      KT 02/M09 A3017 RMK AO1 SLP217 T00171094","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T11:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0011,5","-0089,5","10222,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10224,5,10216,5","3,9,009,9,+999,9",,,,,,,,,,"MET10002/23/25 06:53:02 METAR KDMH 231153Z      KT 01/M09 A3019 RMK AO1 SLP222 T00111089 10028 21011 53009","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T12:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0022,5","-0089,5","10228,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10230,5,10223,5",,,,,,,,,,,"MET08602/23/25 07:53:02 METAR KDMH 231253Z      KT 02/M09 A3021 RMK AO1 SLP228 T00221089 RTX","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T13:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0044,5","-0083,5","10234,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10234,5,10226,5",,,,,,,,,,,"MET08202/23/25 08:53:02 METAR KDMH 231353Z      KT 04/M08 A3022 RMK AO1 SLP234 T00441083","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T14:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0050,5","-0083,5","10233,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10234,5,10226,5","1,9,012,9,+999,9",,,,,,,,,,"MET08802/23/25 09:53:02 METAR KDMH 231453Z      KT 05/M08 A3022 RMK AO1 SLP233 T00501083 51012","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T15:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0067,5","-0089,5","10231,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10230,5,10223,5",,,,,,,,,,,"MET08202/23/25 10:53:02 METAR KDMH 231553Z      KT 07/M09 A3021 RMK AO1 SLP231 T00671089","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T16:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0078,5","-0100,5","10219,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10220,5,10213,5",,,,,,,,,,,"MET08202/23/25 11:53:02 METAR KDMH 231653Z      KT 08/M10 A3018 RMK AO1 SLP219 T00781100","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T17:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0100,5","-0100,5","10209,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10210,5,10203,5","8,9,025,9,+999,9",,,,,,,,,,"MET10002/23/25 12:53:02 METAR KDMH 231753Z      KT 10/M10 A3015 RMK AO1 SLP209 T01001100 10100 20006 58025","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T18:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0100,5","-0106,5","10197,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10196,5,10189,5",,,,,,,,,,,"MET08202/23/25 13:53:02 METAR KDMH 231853Z      KT 10/M11 A3011 RMK AO1 SLP197 T01001106","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T19:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0111,5","-0111,5","10191,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10193,5,10186,5",,,,,,,,,,,"MET08202/23/25 14:53:02 METAR KDMH 231953Z      KT 11/M11 A3010 RMK AO1 SLP191 T01111111","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T20:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0117,5","-0106,5","10186,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10186,5,10179,5","6,9,023,9,+999,9",,,,,,,,,,"MET09202/23/25 15:53:02 METAR KDMH 232053Z      KT 12/M11 A3008 RMK AO1 SLP186 T01171106 56023 RTX","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T21:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0111,5","-0106,5","10186,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10186,5,10179,5",,,,,,,,,,,"MET08202/23/25 16:53:02 METAR KDMH 232153Z      KT 11/M11 A3008 RMK AO1 SLP186 T01111106","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T22:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0083,5","-0083,5","10189,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10190,5,10182,5",,,,,,,,,,,"MET08602/23/25 17:53:02 METAR KDMH 232253Z      KT 08/M08 A3009 RMK AO1 SLP189 T00831083 RTX","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-23T23:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0061,5","-0050,5","10196,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10196,5,10189,5","3,9,010,9,+999,9",,,,,,,,,,"MET10002/23/25 18:53:02 METAR KDMH 232353Z      KT 06/M05 A3011 RMK AO1 SLP196 T00611050 10117 20061 53010","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-24T00:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0050,5","-0050,5","10199,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10200,5,10193,5",,,,,,,,,,,"MET08202/23/25 19:53:01 METAR KDMH 240053Z      KT 05/M05 A3012 RMK AO1 SLP199 T00501050","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-24T01:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0044,5","-0056,5","10202,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10203,5,10196,5",,,,,,,,,,,"MET08202/23/25 20:53:01 METAR KDMH 240153Z      KT 04/M06 A3013 RMK AO1 SLP202 T00441056","R01      7SKY009R02      7GAS009"
"74594493784","2025-02-24T02:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0056,5","-0072,5","10201,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10203,5,10196,5","0,9,005,9,+999,9",,,,,,,,,,"MET08802/23/25 21:53:01 METAR KDMH 240253Z      KT 06/M07 A3013 RMK AO1 SLP201 T00561072 50005","R01      7SKY009R02      7GAS009"
